,title,content
93,"""내손면이 어디?""…'칼부림 예고' '찌라시' 동시다발 쏟아졌다","최근 수도권 일대에서 잇따라 ‘묻지마 흉기 난동’이 벌어진 가운데 온라인상에선 ‘OO역에서 칼부림이 났다’는 가짜뉴스와 ‘00에서 칼부림을 하겠다’는 범죄 예고 글이 동시다발적으로 퍼지며 공포를 조장하고 있다.

지난 3일 오후 분당 서현역 인근에서 20대 피의자 최모씨가 다수에게 흉기를 휘두르며 뛰어다니다 붙잡혔다. 지난 7월 서울 관악구 신림역 인근에서 흉기 난동이 발생한 지 2주 만이다.

서현역 일대에서 흉기 난동 사건이 발생한 지난 3일 오후 경기 성남시 분당구 AK백화점에 경찰과 소방 관계자들이 들어가고 있다. 뉴스1


내손면이 어디? 있지도 않은 곳에서 ‘칼부림’

이후 온라인상에선 특정 지역에서 칼부림 사건이 발생했다는 허위사실이 빠르게 유포됐다. 4일 오전 카카오톡 오픈채팅방에선 ‘11시 22분쯤 포천 내손면 종합버스터미널에서 만취한 40대 남성이 흉기로 위협해 36명의 피해자가 발생했다’는 내용의 글이 퍼졌지만 사실이 아닌 것으로 드러났다.

내손면은 존재하지 않는 지역명이고, 지역명이 비슷한 내촌면에도 시외버스터미널은 없었다. 그런데도 해당 글은 당국이 사용하는 알림 메시지 형식을 모방해 혼란을 키웠다. 경찰과 소방에도 문의가 빗발쳤다고 한다.

소셜미디어(SNS)에서 4일 오후 2시를 전후로 올라온 '수유역 칼부림' 가짜뉴스. 사진 트위터 캡처

같은 날 오후 2시엔 트위터 등 소셜미디어(SNS)에서 ‘수유역에서 칼부림이 났다’는 글이 확산했다. 강북경찰서에 따르면 오후 12시 4분쯤 수유동 한 도로에서 30대 남성이 빈 병을 깨뜨려 자해 소동을 벌였을 뿐 칼부림 사건은 아니었다. 그럼에도 SNS에선 ‘칼부림이 났으니 주변 사시는 분들 조심하라’는 글이 일파만파 퍼졌다. 확인되지 않은 왜곡된 정보였다.

4일 오후 '실시간 진주 모 아파트에서 칼부림이 났다'고 올라왔으나 이는 전날 벌어진 사건인 것으로 드러났다. 사진 트위터 캡처

시간과 장소가 뒤바뀌어 가짜뉴스가 만들어진 사례도 있었다. 4일 커뮤니티 등을 중심으로 ‘3일 오전 대구 한 PC방에서 알바생과 용의자인 손님이 말다툼 도중 흉기로 알바생에게 상해를 가하고 도주했다’는 내용이 퍼졌지만 이는 ‘군산 한 PC’방에서 일어난 일을 오인한 내용이었다.

같은 날 ‘택배기사가 실시간으로 진주 아파트에서 흉기 난동을 목격했다’는 게시글이 올라왔지만 이는 ‘실시간’이 아닌 ‘전날’ 층간소음으로 발생한 이웃간 갈등이었다. 피해자는 생명에 이상이 없으며 병원으로 옮겨져 치료를 받고 있다고 한다.



‘범죄 예고 목록’에 경력 배치

텔레그램 등 단체 채팅방에선 ‘칼부림 예고 목록’이 올라오기도 했다. 대부분 커뮤니티에 잠깐 올라왔다가 삭제된 내용을 정리해 만든 목록이었다. 경찰은 범죄 예고 글 작성자를 찾는 한편 현장에 경력을 배치해 만일의 사태에 대비하고 있다.

온라인에서 공포를 조장하는 가짜 뉴스들이 확산하자 윤희근 경찰청장은 ‘엄중히 대응하겠다’고 경고했다. 그는 이날 오후 대국민담화문을 통해 “무책임하고 무분별한 사이버상의 흉악범죄 예고와 근거 없는 가짜뉴스에 대해 예외 없이 강력히 대처하겠다”고 밝혔다. 지난 3일 경찰청은 서울경찰청 사이버범죄수사대를 중심으로 수사역량을 집중하고, 서울청 강력범죄수사대 내 ‘전담대응팀(TF)’을 꾸렸다.

윤희근 경찰청장이 4일 오후 서울 서대문구 경찰청에서 흉기 난동 범죄 관련 대국민 담화 발표를 발표하고 있다. 뉴스1



‘정당방위 어디까지냐’ 논란도

가짜뉴스와는 별개로 온라인상에선 ‘정당방위 논란’도 이어지고 있다. 무차별 흉기 난동이 일어났을 때 경찰이 대응하기까지 사실상 시간이 걸리는 만큼 현장에 있는 시민들이 나서 범인을 제압해야 하는데 이는 자칫 가해로 이어질 수 있단 것이다.

일례로 커뮤니티에선 2020년 4월 인천 한 공원에서 흉기를 들고 덤빈 친구를 맨손으로 때려 다치게 한 혐의로 재판에 넘겨진 40대 남성 김모씨의 사례가 공유됐다. 당시 김씨는 함께 술을 마시던 친구에게 흉기로 팔을 찔렸다. 화가 난 김씨는 친구의 손을 쳐 흉기를 떨어뜨린 다음 폭행해 전치 5주의 상해를 입혔는데 재판부는 이를 ‘과잉방위’로 판단했다.

네티즌들은 “누가 칼 들고 덤기면 죽기 아니면 감옥 가기 중 택해야 하는 거냐” “이참에 정당방위 범위를 조정해야 한다” 등 우려의 목소리를 쏟아내고 있다."
94,"윤희근 경찰청장 ""묻지마 칼부림, 사실상 '테러행위'""",(서울=뉴스1) 김도우 기자 = 윤희근 경찰청장이 3일 오후 서울 서대문구 경찰청에서 열린 '서현역 흉기난동' 관련 전국 시·도경찰청장 화상회의에서 발언을 하고 있다. 2023.8.3/뉴스1
95,[속보] 신림역 사건 이후 13일만에 또다시 분당 서현역서 칼부림 발생,"퇴근시간인 오후 6시께 119신고 접수
“남자가 칼로 사람을 찌르고 다닌다”
출동한 경찰이 범인 검거...소방 “부상자 5명”


신림역 살인사건이 발생한지 13일만에 또다시 ‘묻지마 칼부림’ 사건이 분당 서현역 인근에서 발생해 10여명의 부상자가 발생했다.

3일 경기도소방재난본부에 따르면 이날 오후 5시 59분 ‘남자가 칼로 사람을 찌르고 다닌다’는 119 신고가 접수됐다.

이 사건으로 부상자 5명이 발생했으며, 출동한 경찰이 범인을 검거한 것으로 전해졌다."
96,"서현역 칼부림 사건 용의자, 20대男 경찰서 피해망상 증상 호소","[성남=뉴시스] 조성우 기자 = 경찰이 3일 오후 묻지마 흉기난동이 발생한 경기도 성남시 분당구 서현역 한 백화점에서 사건현장을 통제하고 있다. 피의자 A씨는 경차를 몰고 서현역 앞 인도로 돌진, 보행자 다수를 충격한 뒤 내려 역사 안으로 들어가 흉기를 휘두른 것으로 전해졌다. 현재 파악된 부상자는 차량 충격 4명에 흉기 피해 9명 등 13명이다. 2023.08.03.
'서현역 칼부림' 사건 용의자가 피해 망상을 호소하고 있다.

3일 뉴시스에 따르면 '서현역 칼부림' 용의자 A씨는 경찰에 피해망상 증상을 호소하고 있다. 경찰에 따르면 20대로 추정되는 A씨는 이날 후 6시 경기도 성남시 분당구 서현역 AK플라자 인근에서 승용차를 타고 인도로 돌진했다. 그는 차에서 내려 지나가는 시민에게 흉기를 휘두른 혐의를 받는다. A씨는 출동한 경찰에 살인미수 혐의로 긴급 체포됐다.

A씨는 타고온 승용차에서 내려 흉기를 들고 AK플라자 안으로 들어가 난동을 벌였다.

피해자는 모두 9명이며, 이중 5명은 돌진한 차량에 치어 부상을 입었고 나머지는 A씨가 휘두른 흉기에 화를 입었다. 피해자들은 인근 병원으로 옮겨졌다.

경찰은 A씨를 검거했으나 다른 피의자가 한명 더 있는 것으로 보고 수사를 진행 중이다."
97,"대전 고등학교 칼부림 용의자, 7~8㎞ 떨어진 태평동 도로서 검거","대전서 교사 칼부림 피습
(대전=연합뉴스) 김준범 기자 = 4일 오전 대전 대덕구 한 고등학교에서 20∼30대로 추정되는 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생했다. 사진은 사건이 발생한 학교 모습. 2023.8.4 psykims@yna.co.kr


(대전=연합뉴스) 이주형 기자 = 4일 오전 10시 3분께 대전 대덕구의 한 고등학교에서 40대 교사를 흉기로 찌르고 도주한 남성이 검거됐다.

대전경찰청은 사건 접수 후 2시간 17분 만인 이날 낮 12시 20분께 사건 현장에서 서남쪽으로 7∼8㎞ 정도 떨어진 중구 태평동 한 도로에서 용의자 A씨를 검거했다.

A씨의 정확한 신원은 아직 밝혀지지 않았다.

경찰과 교육 당국 등에 따르면 A씨는 이날 오전 학교 정문에서 본인을 '졸업생'으로 소개하고 교내로 들어온 뒤 교무실을 방문, 교사 B(49)씨를 찾았다.

그는 '수업 중'이란 말을 듣고 교실 밖에서 기다리다 화장실을 가려고 나온 교사 B씨를 찌르고 그대로 달아났다.

B씨는 이후 의식이 불분명한 상태로 병원으로 옮겨져 현재 긴급 수술을 받고 있는 것으로 알려졌다.

앞서 대전경찰청은 대덕경찰서 형사팀 전원과 강력범죄수사대 3개팀, 경찰특공대 등 200여명을 동원해 A씨 추적 작전을 벌였다.

coolee@yna.co.kr"
98,"'분당 서현역 칼부림' 경기남부청 ""대기 말고 순찰 총동원""","경기남부경찰청. 경기남부청 제공.
분당 서현역 묻지마 칼부림 사건으로 국민 불안이 커지자 경기남부경찰청이 특단의 조치에 나선 것으로 확인됐다.

경기남부청은 3일 경기남부 모든 지구대 및 파출소 등에 순찰차량 총동원령을 내렸다. 지구대 및 파출소에 불필요하게 대기하는 순찰차량이 없도록 유흥가 등 지역내 다중밀집지역에 대한 거점 근무 및 순찰활동을 하라는 게 핵심이다.

또한 흉기 난동 등 관련 신고가 접수되면 인접 지점에 있는 경찰차 등 가용 경력을 신속히 모아 총력대응하고 반드시 안전장구를 착용해 현장에 출동하라고 지시하기도 했다.

현재 경기남부청 산하 경찰서 상황실은 지속적으로 지구대 및 파출소에 이 같은 내용을 전파해 가용 인력이 다중밀집지역에 대한 적극적인 순찰에 나설 수 있도록 조치해둔 상태다.

경찰 내부에서는 많은 국민이 충격과 공포로 치안에 불안을 느끼는 상황인 만큼 현장 대응 미흡 등으로 인한 문제가 생기지 않도록 철저한 현장 대응을 당부한 것으로 파악됐다."
99,"""칼부림 났다던데""…가짜정보 퍼져 불안 더 부추겨(종합)","SNS 타고 흉기난동 유언비어 급속 확산


오인 신고로 출동한 구급차
(성남=연합뉴스) 홍기원 기자 = 14명의 부상자가 발생한 '분당 흉기 난동' 사건 이후 비슷한 범행을 저지르겠다는 예고성 글이 인터넷에 잇따라 올라온 4일 범행 예고 장소 중 한 곳인 경기도 성남시 오리역에 오인 신고로 출동한 경찰과 소방, 구급차 등이 대기하고 있다. 2023.8.4 xanadu@yna.co.kr


(포천·서울=연합뉴스) 심민규 장보인 기자 = 잇따른 흉기 난동으로 흉흉한 와중에 비슷한 범죄가 일어났다는 가짜 정보가 인터넷을 통해 급속히 확산해 불안을 더 부추기고 있다.

4일 소셜미디어(SNS)와 온라인 커뮤니티엔 '4일 오전 11시 22분께 포천 내손면 종합버스터미널에서 만취한 40대 남성이 흉기로 위협해 36명의 피해자가 발생했고 방화로 터미널이 전소됐다'는 내용의 글이 퍼졌다.

글이 경찰 상황 보고처럼 정돈되고 구체적인 형식이어서 사실로 믿기에 십상이었다.

이 글이 확산하면서 경찰과 소방에도 시민의 문의가 쇄도했다.

경찰과 소방 당국은 빗발치는 문의에 ""신고도 되지 않는 명백한 허위 사실""이라고 일일이 대답하느라 진땀을 뺐다.

문제의 글 중 포천시 내손면은 존재하지 않는 지명이고 이름이 비슷한 내촌면에는 시외버스터미널이 없다.

경기북부경찰청 사이버수사대는 이 게시글에 범죄 혐의가 있는지 법리 검토 중이다.

경찰 관계자는 ""법리 검토 후 혐의가 있다면 게시글 작성자를 추적해 수사에 착수할 예정""이라고 말했다.

출근하는 시민들
(성남=연합뉴스) 홍기원 기자 = 4일 오전 경기도 성남시 분당구 서현역 주변에 경찰이 배치돼 있다.
지난 3일 경기도 성남시 분당구 서현역과 연결된 백화점에서 시민들을 대상으로 한 '묻지마 흉기 난동' 사건이 발생해 시민 14명이 다쳤다. 2023.8.4 xanadu@yna.co.kr


이날 서울 강북구에서는 한 남성의 자해가 흉기 난동으로 알려지는 소동이 있었다.

온라인 커뮤니티를 중심으로 얼굴과 상체에 피가 묻은 한 남성의 사진과 함께 '서울 강북구청 인근 골목길에서 낮 12시쯤 칼부림이 난 것 같다'는 내용의 글이 빠르게 퍼졌다.

서울 강북경찰서에 따르면 이 장소에서 칼부림은 일어나지 않았다.

경찰은 낮 12시4분께 한 남성이 피 흘리고 있다는 신고를 받고 출동, 사진 속 남성이 자해를 해 다친 것을 확인하고 병원으로 이송했다.

경찰은 이 남성에게 타인을 위협하거나 해하려 하는 등 범죄 혐의는 없다고 판단했다.

그러나 이미 인터넷으로 글과 사진이 확산하면서 경찰에는 '칼부림이 난 게 맞느냐'는 문의가 여러 건 접수됐다.

전날엔 '대구의 한 PC방에서 손님이 아르바이트생과 말다툼을 벌이다 흉기로 상해를 가하고 도주했다'는 글이 온라인 커뮤니티에 올라와 경찰이 직접 사실이 아니라고 바로잡아야 했다.

경찰은 부정확한 사실을 유포해 시민을 불안하게 하면 형사 처벌을 받을 수 있다고 경고했다.

윤희근 경찰청장은 이날 담화문을 통해 특별치안활동을 선포하고 ""근거 없는 가짜뉴스에 대해서도 예외 없이 강력히 대처하겠다""고 밝혔다.

wildboar@yna.co.kr"
100,호신용품 장만해야 하나…'묻지마 칼부림'에 불안감 고조,"사진=연합뉴스

서울 관악구 신림역 인근에서 묻지마 칼부림 사건이 발생한 지 13일 만에 경기 성남시 분당구서현역 인근에서 또다시 흉기 난동이 발생하자 시민들이 불안감을 호소하고 있다.

사건이 발생한 3일 소셜네트워크서비스(SNS)에는 '호신용품이라도 장만해야 하는 것 아니냐'는 반응이 쏟아졌다. 불특정 다수를 노린 것으로 추정되는 범행 수법에 시민들은 '묻지마 칼부림'이 내게도 닥칠 수 있는 테러로 받아들여지고 있는 것.

특히 서현역 칼부림 사건이 발생한 직후 온라인에는 또 다른 살인 예고 글이 올라와 공포를 유발했다. 게시자는 ""4일 금요일 오후 6시에서 10시 사이 경기 성남시 분당구 오리역 부근에서 칼부림을 하겠다""며 ""최대한 많은 사람을 죽이고 경찰도 죽이겠다""고 썼다. 지역을 오리역 부근으로 지정한 이유에 대해서는 ""제 전 여자친구가 그 근처에 살기 때문""이라고 덧붙였다.

해당 살인 예고 글을 공유한 네티즌은 ""혹시 모르니 4일 오리역에 가지 말라""고 경고했다.

이에 경찰은 인근 구미파출소 경찰관을 오리역 부근에 배치하는 등 만일의 사태에 대비하고 극 작성자를 추적하고 있다.

4일 오전 경기도 성남시 분당구 서현역 주변에 경찰이 배치돼 있다. 사진=연합뉴스


호신용품을 장만할 때는 살상력은 물론 상대방에게 빼앗겼을 때 위험한지를 고려해야 한다.

삼단봉 등은 고려할 게 더 많다. 정당방위라 할지라도 쌍방폭행으로 고소당해 송사에 휘말릴 가능성이 크므로 법적인 문제도 감안해야 한다.

국내 형법에서 정당방위가 인정되려면 다음 3가지 요건을 충족해야 한다. ▲지금 부당한 침해가 발생했을 것 ▲침해의 정도가 상당할 것 ▲자신 또는 타인의 법적 이익을 지키기 위한 행위일 것 등이다. 법원은 이 요건을 기준으로 정당방위에 해당하는지를 판단한다.

호신용품 중에서도 후추 스프레이 등은 정당방위로 인정될 가능성이 높지만 위력이 강한 삼단봉은 호신 목적으로 소지했더라도 피해에 따라 법원에서 가해나 보복의 수단으로 볼 수 있으므로 주의가 당부 된다.

실제로 흉기를 들고 덤빈 사람에게 팔을 찔린 뒤 주먹으로 전치 5주의 상해를 입혀 제압한 뒤 정당방위를 주장했지만 인정되지 않은 사례가 있다.

또한, 호신용품을 사용하는 방법과 상황에 따른 적절한 대처 방법을 배워두는 것이 필요하다. 호신용품 중에서도 일반적으로 추천되는 것은 스스로 방어할 수 있는 방어 스프레이나 소음이 큰 휴대용 경보기 등이다.

그러나, 호신용품을 사용하는 것은 상황에 따라 위험할 수 있으므로 신중하게 판단하고, 법적인 규제와 사용 방법을 충분히 익혀야 한다. 전문가들은 ""공공장소에서 이런 묻지마 칼부림 등이 발생한다면 범죄자와 직접 대응하기보다는 기둥 등 뒤로 몸을 피하는 것이 좋다""고 조언한다.

윤희근 경찰청장은 ""이른바 '묻지마 범죄'에 대한 국민 불안이 극도로 높은 가운데 유사한 사건이 연달아 발생해 매우 엄중하고 위급한 상황""이라며 ""그 누구도 피해자가 될 수 있다는 점에서 사실상 '테러행위'와 같다""고 말했다.

윤 청장은 ""일련의 사건들로 인해 모방범죄가 우려되는 상황이며 국민들은 길거리에 나오는 것 자체에 공포감을 가질 정도""라면서 ""모두 사람이 많이 모이는 장소를 선택한 만큼 다중밀집 장소를 중심으로 가시적인 경찰 활동을 강화해달라""고 당부했다.

앞서 이날 오후 6시께 경기 성남시 분당구 서현역 쇼핑몰에서 20대 초반 남성 A씨가 무차별로 흉기를 휘둘러 14명이 다치고 그중 2명은 중상이다. A씨는 범행 직전 차량을 몰고 서현역 앞 인도로 돌진해 행인들을 들이받았다."
101,계속 올라오는 칼부림 예고글…이수정 “살인예비죄 적용해야”,"“10년 이하 징역으로 엄벌 가능해”


경기 성남시 분당구 서현역 인근 한 백화점에서 발생한 흉기 난동 사건 피의자 최 씨의 모습. [사진 출처 = SNS]
서울 관악구 신림동에서 ‘흉기 난동’ 사건이 발생한 이후 13일 만에 서현역에서 비슷한 방식의 범행이 또 벌어진 가운데, 유사한 범행을 저지르겠다는 ‘살인 예고글’이 온라인에 다수 올라오고 있다.

이런 현상에 대해 이수정 경기대학교 범죄심리학과 교수는 “살인예비죄를 적용해 엄벌해야 한다”고 주장했다.

이 교수는 4일 CBS라디오 ‘김현정의 뉴스쇼’와의 인터뷰에서 서현역 흉기 난동 사건을 두고 “(신림 사건 이후) 10번의 살인예고글이 올라오고 있지 않나. 그 연장선상에서 이 사건을 이해하는 게 훨씬 더 옳다”며 이같이 말했다.

이 교수는 “극도로 반사회적인 행위로 보이고, 만약에 정신질환이 아니라면, 그리고 정신질환까지 가장한 정신병력이 전혀 없다면 사이코패스에 기인한 범죄로 보는 것이 맞다”며 “(사망자가 나온다면) 정말 극악한 인명경시 살인”이라고 강조했다.

이어 “당분간은 지금 이렇게 살인 예고글을 올리는 모든 이들에 대해서 살인예비죄를 적용하는 것, 아주 엄격하게 형법을 적용하는 것이 필요한 단계”라며 “살인예비죄는 참고로 10년 이하의 징역으로 엄벌할 수 있다”고 말했다.

그러면서 이 교수는 “구체적으로 흉기 사진을 올린다는 건 살인을 예비하는 것”이라며 “징역형이 나오게 제도적인 차원에서 위화력을 가져야 한다. 그냥 게시판 글을 내팽개쳐 놓는 것은 위험을 방치하는 것이 아닌가 생각한다”고 했다.

한편 경기남부경찰청 사이버수사과는 이날 인터넷을 통해 유포되고 있는 살인예고 글 2건의 작성자를 추적 중이라고 밝혔다.

앞으로 유사한 내용의 협박 게시글이 올라올 경우 집중 수사해 엄정 대응할 방침이다.

앞서 서현역 사건 발생 이후인 3일 밤 각종 SNS와 온라인 커뮤니티 등에는 “8월4일 금요일 오후 6시부터 오후 10시 사이 오리역 부근에서 흉기 난동을 하겠다”, “내일(4일) 아침 잠실역에서 20명 죽일 거다” 등의 글이 게재됐다."
102,[속보] 분당 서현역 2인조 난동...차로 행인 치고 칼로 찔러 10여명 부상,"범인 2명 추정, 1명은 현행범 체포
차량으로 인도 돌진해 최소 4명 부상
AK플라자 진입 칼부림 최소 5명 부상


신림역 살인사건이 발생한지 11일만에 또다시 ‘묻지마 칼부림’ 사건이 발생한 분당 서현역 인근. 박나은 기자
신림역 살인사건이 발생한지 13일 만에 또다시 ‘묻지마 칼부림’ 사건이 분당 서현역 인근에서 발생해 충격을 주고 있다.

3일 경찰에 따르면, 2명으로 추정되는 범인들은 차량을 타고 인도로 돌진해 길거리에 있는 행인 여러명을 들이받았다. 이후 칼을 들고 분당 서현역 AK플라자에 들어가 사람들을 찌른 것으로 전해졌다.

차량 충돌로 최소 5명이 부상을 당했으며 범인들의 칼부림으로 다수가 다친 것으로 전해졌다. 부상자들은 현재 서울대병원과 차병원 등으로 후송됐다.

이날 오후 6시경 한 남성이 서현역 AK플라자에서 사람들을 찌르고 있다는 112신고가 접수되었으며 출동한 경찰이 피의자 1명을 검거했으며 다른 1명은 추적 중이다."
103,대전 대덕구 A고교에서 칼부림…교사 피습·피의자 도주,"▲ 대전의 한 고교에서 칼부림 사건이 발생해 경찰이 피의자를 추적하고 있다.연합뉴스
'분당 흉기 난동'사건으로 큰 충격을 주고 있는 가운데 대전의 한 학교에서 칼부림 사건이 발생했다.

4일 경찰·소방당국에 따르면 이날 오전 10시 3분께 대전 대덕구의 한 고교에서 청소년으로 추정되는 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생했다.

신고받고 출동한 소방 당국은 의식이 없는 피해자를 병원으로 옮겼고, 경찰은 현재 용의자를 추적 중이다.

경찰에 따르면 용의자는 이날 교무실에 찾아와 해당 교사를 찾았고, 수업 중이라는 말을 듣고 교실 밖에서 기다리다 화장실을 가려고 나온 교사 B씨를 찌르고 도주한 것으로 파악됐다."
104,"대구 PC방 칼부림 사건? 경찰 ""가짜 뉴스""","지난 3일 온라인 커뮤니티 통해 전파... 부정확한 사실 유포하면 처벌 받을 수 있어

▲  지난 3일 한 인터넷 커뮤니티에 '대구 PC방 칼부림' 글이 올라왔으나 경찰은 사실이 아니라고 밝혔다.
ⓒ 대구경찰청

 
인터넷 커뮤니티에서 전파되고 있는 '대구 PC방 칼부림' 게시글이 사실이 아닌 것으로 확인됐다.
 
대구경찰청은 4일 ""발생하지도 않은 PC방 칼부림 내용을 인터넷 커뮤니티에 계속 퍼나르고 있다""며 ""이는 사실이 아니""라고 밝혔다.
 
앞서 지난 3일 한 인터넷 커뮤니티에는 ""지난 3일 오전 3시경 대구 한 PC방에서 칼부림 사건이 발생했다""며 ""알바생과 용의자(손님)가 말다툼 도중 용의자가 소지한 칼로 종업원에게 상해를 가하고 도주한 사건으로 경찰이 용의자를 수색 중""이란 내용의 글이 올라왔다.
 
해당 글은 같은 날 오후 3시께 삭제됐으나 복사본이 여전히 퍼지고 있다.
 
경찰은 ""사실관계 등을 확인한 바 위와 같은 사건은 대구지역에 없는 것으로 파악됐다""며 ""부정확한 사실을 유포하여 시민들을 불안하게 하는 것은 법률상처벌 받을 수 있다""고 말했다."
105,"경북 경산서 익명게시판에 ""칼부림 예고한다"" 글 올린 20대 검거","ⓒ News1 DB


(경산=뉴스1) 정우용 기자 = 경북 경산경찰서는 4일 온라인 익명게시판에 ""칼부림 예고한다. 다 덤벼라""는 글을 게시한 20대 B씨를 검거했다.

경산경찰서 수사팀은 이날 오후 2시44분쯤 ""칼부림 예고글이 올라왔다""는 112신고를 접수하고 게시글 경로를 추적, 게시글을 올린 스터티카페 인근에서 B씨를 검거했다.

B씨는 이날 오후 2시 38분경 '에브리타임 A대학교 게시판'에 ""칼부림을 예고한다. 다 덤벼라""는 글을 올렸다가 30여분 만에 내린 혐의를 받고 있다.

신고를 받은 경찰은 IP추적을 통해 해당 스터디카페를 확인하고 CCTV를 확보해 B씨가 카페에서 글을 올린 시간대를 전후 해 출입한 손님과 A대학교를 다니거나 졸업한 손님을 상대로 탐문수사를 벌이던 중 이날 오후 7시50분에 B씨의 자백을 받아내 검거했다.

B씨는 경찰조사에서 ""호기심이 나서 장난삼아 글을 올렸는데 겁이 나서 금방 내렸다""고 진술한 것으로 알려졌다.

B씨는 A대학교를 졸업한 뒤 취업을 준비 중인것으로 전해졌다.

경찰관계자는 ""게시글을 올린 정확한 경위와 협박죄가 성립할 수 있는지 여부를 살펴보고 있다""고 말했다."
106,잇단 칼부림·살인예고에 충격…불안감 호소하는 시민들,"[앵커]

신림역 살인 사건이 벌어진 지 2주도 안 돼 경기도 분당에선 또 무차별 흉기난동이 벌어졌죠.

또 곳곳에선 살해 예고 글도 잇따라 올라오면서 시민 불안이 극도로 커지고 있습니다.

예고 글이 올라온 장소 중 한 곳인 서울 잠실역에 나가 있는 취재기자 연결합니다.

신선재 기자.

[기자]

네, 잠실역에 나와 있습니다.

어제(3일) 인터넷 커뮤니티에는 이곳에서도 살인을 하겠단 예고 글이 올라왔습니다.

오늘 아침 잠실역에서 20명을 살해하겠다며, 과연 자신의 칼부림을 막을 수 있겠느냐는 내용이었는데요, 지금은 삭제된 상태입니다.

마찬가지로 어제저녁 텔레그램에는 경기도 분당 오리역에서 칼부림을 저지르겠다고 한 글도 올라왔습니다.

서현역과 오리역, 이곳 잠실역뿐 아니라 강남역과 한티역, 논현동 일대, 그리고 부산 서면역에서의 살해 예고 글까지 올라왔는데요.

강남역, 한티역, 논현동 등 현재는 지워진 글도 있습니다.

현재까지 경찰에 접수된 신림역 살해 예고 글만 10건에 달합니다.

유동 인구가 많은 장소와 시간, 불특정 다수를 겨냥한 무차별 범죄가 반복되는 데다 이런 글까지 계속되면서 시민 불안은 극에 달하고 있습니다.

범행 장소로 예고된 지역을 매일 오가는 시민들뿐 아니라 인근 상인들 역시 일이 손에 잡히지 않습니다.

[앵커]

경찰도 강력 대응 방침을 밝혔다고요?

[기자]

네, 경찰은 이런 범죄를 ""사실상의 테러 행위""로 못 박았습니다.

경찰청은 어제 서현역 사건 직후 전국 시·도 경찰청장 화상회의를 열어 강력 대응 방침을 밝혔는데요.

다중밀집 장소에 경찰력을 선제적이고 가시적으로 투입하겠다고 했습니다.

잇단 살해예고글 작성자들도 수사력을 모두 동원해 신속하게 파악해 검거하겠다고도 밝혔습니다.

순찰과 기동 인력을 다중 밀집 장소에 배치하고, 모니터링도 강화할 방침입니다.

이곳 잠실역 일대에도 현재 경찰 인력이 순찰을 진행 중인데요, 밤새 수색 작업을 벌이기도 했습니다.

지금까지 잠실역에서 연합뉴스TV 신선재입니다. (freshash@yna.co.kr)

#살인 #예고 #불안 #경찰

연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23"
107,대전 대덕구 고교서 칼부림…교무실서 교사 찔렀다,"4일 오전 교사 피습사건이 발생한 대전 대덕구의 고등학교에서 경찰이 현장을 조사하고 있다. 신진호 기자
4일 대전 대덕구의 한 고등학교에서 20~30대로 추정되는 남성이 40대 남성 교사를 흉기로 찌른 뒤 도주하는 사건이 발생했다.

피해자는 신고를 받고 출동한 소방당국에 의해 인근 병원으로 이송됐다. 현재 의식이 없는 것으로 전해졌다.

경찰은 목격자 진술 등을 토대로 일반인인 용의자 A씨가 학교 2층 교무실에 찾아와 피해자인 교사 B씨에 대해 물어보고, 수업 중이라고 하자 1시간을 밖에서 기다렸다가 수업이 끝난 후 교무실에 다시 들어와 범행을 저지른 것으로 파악하고 있다.

A씨는 자신을 학교 졸업생이라고 밝히고 교내에 들어온 것으로 전해졌다.

경찰은 범행 현장에서 B씨가 “내가 잘못했다”는 말을 했다고 목격자가 진술한 것을 근거로 이번 범행이 면식범의 소행이라고 추정하고 수사를 벌이고 있다.

경찰은 범행 후 도망친 용의자를 추적 중이다. 아직 신원을 특정하지는 못했다."
